ensembl_gene_id	aiupred_perc_60
YFL026W	0.2204176334106729
YPL228W	0.4899817850637523
YDR110W	0.31448763250883394
YPL081W	0.3248730964467005
YHR167W	0
YLR390W-A	0.4831932773109244
YLR421C	0.2435897435897436
YOR298C-A	1
YKL053C-A	0
YEL020W-A	0.01149425287356321
YDR363W-A	1
YJR048W	0.02752293577981651
YFR033C	0.7414965986394558
YDR529C	0
Q0105	0.03636363636363636
YML054C	0.0287648054145516
YOL086C	0
YMR303C	0
YJR009C	0.18373493975903615
YGR192C	0.16265060240963855
YJL052W	0.1867469879518072
Q0045	0
Q0250	0.06374501992031872
Q0275	0.07063197026022305
YNL052W	0.2222222222222222
YKR066C	0.20498614958448755
YJR104C	0.9285714285714286
YBR160W	0.02013422818791946
YAL038W	0.08
YCR012W	0
YJR057W	0
YBR093C	0
YIL162W	0.0131578947368421
YMR297W	0
YPL111W	0.2042042042042042
YCL030C	0.07759699624530664
YBR011C	0
YJR121W	0.162426614481409
Q0085	0.03088803088803089
YNR001C	0.02505219206680584
YGR254W	0.11670480549199085
YHR174W	0.12128146453089245
YER086W	0
YKL211C	0
YDR050C	0
YKL152C	0.1862348178137652
YGR264C	0
YMR174C	1
YOR101W	0.4336569579288026
YNL098C	0.5559006211180124
YFL038C	0.19902912621359223
YDR224C	0.33587786259541985
YBL002W	0.3053435114503817
YNL030W	0.18446601941747573
YBR009C	0.18446601941747573
YDR382W	0.5272727272727272
YGL103W	0.4026845637583893
YFL037W	0.11597374179431072
YPL240C	0.15796897038081806
YOR187W	0.09610983981693363
YPR080W	0.24890829694323144
YBR118W	0.24890829694323144
YEL009C	0.4875444839857651
Q0110	0
Q0060	0.0072289156626506
Q0065	0
Q0120	0.02351097178683385
YEL021W	0.00374531835205992
YJR109C	0
YGL187C	0.02580645161290322
YLR395C	0
YDL140C	0.2267743796884016
YOR116C	0.01232876712328767
YER165W	0.3812824956672444
YBR020W	0.00378787878787878
YPL248C	0.17253121452894438
YML051W	0.00459770114942528
YBR019C	0
YGL031C	0.6258064516129033
YOL127W	0.1619718309859155
YMR056C	0.02265372168284789
YOL006C	0.3094928478543563
YLL018C	0.1867145421903052
YFR053C	0.08453608247422681
YGL253W	0.0823045267489712
YEL063C	0.188135593220339
YDL164C	0.16423841059602648
YLR310C	0.3845185651353053
YNL055C	0
YDR225W	0.16666666666666666
YBL003C	0.16666666666666666
YGL008C	0.19607843137254904
YOR386W	0.074336283185840707
YJL088W	0
YLR340W	0.15064102564102563
YDL081C	0.3867924528301887
YOL039W	0.5471698113207547
YGL040C	0.0087719298245614
YGR157W	0.07249712313003452
YJR073C	0
YDR172W	0.4467153284671533
YPL078C	0.01229508196721311
YGL076C	0.1598360655737705
YLR448W	0.13636363636363635
YKL180W	0.5543478260869565
YPL143W	0
YMR194W	0.2
YLR029C	0.4117647058823529
YNL178W	0.20416666666666664
YBR189W	0.3230769230769231
YDR064W	0.01324503311258278
YLR167W	0.01973684210526315
YKL166C	0.25125628140703515
YDL165W	0
YDR168W	0.20948616600790515
YIL038C	0.5933014354066986
YOR361C	0.05242463958060288
YGL058W	0.5
YJL080C	0.3183306055646481
YLR303W	0.05855855855855856
YGR088W	0.07473309608540925
YLR355C	0.09873417721518989
YLR044C	0
YPR113W	0.05
YNL104C	0.06623586429725363
YDL108W	0.00326797385620915
YDL017W	0.14595660749506903
YJL164C	0.34005037783375314
YPL203W	0.1763157894736842
YCR031C	0.4744525547445255
YOR204W	0.42218543046357615
YDL042C	0.21530249110320285
YLR442C	0.2995910020449898
YOR257W	0.09316770186335405
YPR160W	0.0376940133037694
YGL237C	1
YPL022W	0.21636363636363637
YML032C	0.7133757961783439
YJR052W	0.26548672566371684
YPR165W	0.3349282296650718
YNL090W	0
YDR477W	0.334913112164297
YDL159W	0.1378640776699029
YOR074C	0.01644736842105263
YNL088W	0.22549019607843135
YBR109C	0.01360544217687074
YML095C	0.5142857142857142
YER171W	0.11696658097686376
YER161C	1
YDR392W	0.4094955489614243
YOR065W	0.2686084142394822
YKL182W	0.01170160897123354
YDR226W	0.21171171171171171
YNL121C	0.28038897893030795
YGL234W	0
YGR204W	0.06025369978858351
YMR083W	0
YDR216W	0.13756613756613756
YMR042W	0.7909604519774012
YDR173C	0.16056338028169015
YBL099W	0.1688073394495413
YDL067C	0.01694915254237288
YBL045C	0.1050328227571116
YPR191W	0
YOR303W	0
YJL130C	0.03206865401987353
YOL139C	0.13145539906103287
YPL075W	0.3796178343949045
YPR033C	0.10073260073260074
YGL009C	0.17586649550706032
YPL154C	0
YDL106C	0.6797853309481217
YFR034C	0.9455128205128204
YML061C	0.3667054714784634
YLR014C	0.16261061946902655
YGL043W	0.2750809061488673
YOR122C	0
YGR258C	0.5286129970902037
YMR208W	0
YIL033C	0.28846153846153844
YOL121C	0.3611111111111111
YNL302C	0.3333333333333333
YFL045C	0.00393700787401574
YDR023W	0.18831168831168832
YBR243C	0.015625
YMR108W	0.197962154294032
YHR013C	0.13865546218487396
YFL005W	0.02790697674418604
YBR115C	0.02514367816091954
YPR110C	0.0208955223880597
YFL009W	0.2644415917843389
YAL024C	0.5087108013937283
YOR274W	0
YLR438W	0
YNL192W	0.3280282935455349
YJL128C	0.4745508982035928
YEL024W	0
YDR146C	0.689703808180536
YPL262W	0.07991803278688525
YPR047W	0
YKL184W	0.02145922746781116
YDR523C	0.13673469387755102
YJL208C	0.01519756838905775
YOR151C	0.10702614379084968
YJL167W	0
YJL166W	0.26595744680851063
YJR010W	0.0136986301369863
YHR005C	0.1864406779661017
YDR127W	0
YLR451W	0.3216704288939052
YIR019C	0.7776152158010241
YJL005W	0.31836130306021715
YCR005C	0.03478260869565217
YHR023W	0.2691908713692946
YOR260W	0.2422145328719723
YPL237W	0.4456140350877193
YJL194W	0.08382066276803118
YLR377C	0.04022988505747126
YEL060C	0.29448818897637796
YBR084W	0.03076923076923077
YPL016W	0.3515981735159817
YGL203C	0.3196159122085048
YFL018C	0
YML085C	0.00223713646532438
YML124C	0.00224719101123595
YKL022C	0.3928571428571429
YJL087C	0.01571946795646916
YJL026W	0.17293233082706766
YDR232W	0.072992700729927
YLR182W	0.4919053549190536
YLR333C	0.3611111111111111
YKR057W	0
YPR102C	0.28160919540229884
YLR264W	0.9850746268656716
YPR170W-B	0.38823529411764707
YPR192W	0.3081967213114754
YLR256W	0.5099866844207723
YLL039C	0.00524934383202099
YKR094C	0.1796875
YIL148W	0.1796875
YKR094C	0.1796875
YIL148W	0.1796875
YJR045C	0.327217125382263
YNL015W	0.09333333333333334
YJR094W-A	0
YPR043W	0
YJR094W-A	0
YPR043W	0
YNL162W	0.2358490566037736
YHR141C	0.2358490566037736
YNL162W	0.2358490566037736
YHR141C	0.2358490566037736
YGR118W	0.15862068965517245
YPR132W	0.15862068965517245
YGR118W	0.15862068965517245
YPR132W	0.15862068965517245
YER074W	0.2814814814814815
YIL069C	0.2814814814814815
YER074W	0.2814814814814815
YIL069C	0.2814814814814815
YJR145C	0
YHR203C	0
YJR145C	0
YHR203C	0
YPL090C	0.4025423728813559
YBR181C	0.4025423728813559
YPL090C	0.4025423728813559
YBR181C	0.4025423728813559
YBL072C	0.365
YER102W	0.365
YBL072C	0.365
YER102W	0.365
YBL087C	0
YER117W	0
YBL087C	0
YER117W	0
YPL220W	0.05529953917050691
YGL135W	0.05529953917050691
YPL220W	0.05529953917050691
YGL135W	0.05529953917050691
YFR031C-A	0.610236220472441
YIL018W	0.610236220472441
YFR031C-A	0.610236220472441
YIL018W	0.610236220472441
YDR025W	0.08333333333333333
YBR048W	0.08333333333333333
YDR025W	0.08333333333333333
YBR048W	0.08333333333333333
YOL120C	0.3709677419354839
YNL301C	0.3709677419354839
YOL120C	0.3709677419354839
YNL301C	0.3709677419354839
YDL083C	0.04895104895104895
YMR143W	0.04895104895104895
YEL054C	0.06666666666666667
YDR418W	0.06666666666666667
YEL054C	0.06666666666666667
YDR418W	0.06666666666666667
YML026C	0.10273972602739724
YDR450W	0.10273972602739724
YML026C	0.10273972602739724
YDR450W	0.10273972602739724
YLR158C	0
YLR155C	0
YLR157C	0
YLR160C	0
YLR158C	0
YLR155C	0
YLR157C	0
YLR160C	0
YLR158C	0
YLR155C	0
YLR157C	0
YLR160C	0
YHR055C	0
YHR053C	0
YHR055C	0
YHR053C	0
YBL027W	0.6825396825396826
YBR084C-A	0.6825396825396826
YBL027W	0.6825396825396826
YBR084C-A	0.6825396825396826
YDL191W	0.01666666666666666
YDL136W	0.01666666666666666
YDL191W	0.01666666666666666
YDL136W	0.01666666666666666
YCR040W	0
YCL066W	0
YCR039C	0.01428571428571428
YCL067C	0.01428571428571428
YLR158C	0
YLR155C	0
YLR157C	0
YLR160C	0
YHL034C	0.8129251700680272
YKR059W	0.00253164556962025
YJL138C	0.00253164556962025
YGL256W	0
YMR256C	0
YIR008C	0.02444987775061125
YLR163C	0.00865800865800865
YAL005C	0.29906542056074764
YLL024C	0.3208137715179969
YHR007C	0.02641509433962264
YDL130W	0.3679245283018868
YLR180W	0.01047120418848167
YBR031W	0.287292817679558
YER020W	0.2717149220489978
YCR066W	0.4517453798767967
YER011W	0.5039370078740157
YDL194W	0.4592760180995475
YGL073W	0.8031212484993998
YAL025C	0.5098039215686274
YOR341W	0.2109375
YDR170C	0.25136884021901446
YDL192W	0
YGL062W	0.07130730050933787
YLR382C	0.00447427293064876
YDR044W	0.21341463414634143
YNL241C	0.10891089108910892
YAL041W	0.24824355971896955
YDL229W	0.1566068515497553
YDR481C	0.22438162544169613
YPR052C	1
YBR089C-A	1
YNR026C	0
YCL029C	0.8181818181818182
YCL027W	0.34375
YMR235C	0.2235872235872236
YMR043W	0.8181818181818182
YML098W	0.4431137724550898
YHR205W	0.4842233009708738
YHR024C	0.14937759336099585
