ensembl_gene_id	aiupred_perc_80
YOR298C-A	0.9801324503311258
YFR033C	0.564625850340136
YJR104C	0.577922077922078
YMR174C	1
YGL031C	0.567741935483871
YGL237C	0.920754716981132
YML032C	0.643312101910828
YER161C	0.993993993993994
YMR042W	0.576271186440678
YDL106C	0.5366726296958855
YFR034C	0.8333333333333334
YDR146C	0.5430183356840621
YIR019C	0.681784930504755
YFR031C-A	0.5078740157480315
YIL018W	0.5078740157480315
YFR031C-A	0.5078740157480315
YIL018W	0.5078740157480315
YBL027W	0.5185185185185185
YBR084C-A	0.5185185185185185
YBL027W	0.5185185185185185
YBR084C-A	0.5185185185185185
YHL034C	0.6326530612244898
YGL073W	0.7142857142857143
YPR052C	0.8387096774193549
YBR089C-A	1
YCL029C	0.7454545454545455
YMR043W	0.7272727272727273
YOR276W	0.6149068322981367
YDR122W	0.525375939849624
YHR084W	0.6875
YKL112W	0.7099863201094391
YFR036W	0.9112903225806452
YDR217C	0.5439266615737204
YBR112C	0.6273291925465838
YCR088W	0.6790540540540541
YJR060W	0.7720797720797721
YNL079C	0.9949748743718592
YGR167W	0.630901287553648
YBR289W	0.6088397790055249
YER040W	0.5506849315068493
YOL051W	0.6429232192414431
YML007W	0.5646153846153846
YOR140W	0.7558746736292428
YPR187W	0.5096774193548387
YOR098C	0.8364312267657993
YLR131C	0.6623376623376623
YBR049C	0.6641975308641975
YHL020C	0.5099009900990099
YGL071W	0.5217391304347826
YNL183C	0.579746835443038
YIL004C	0.5985915492957746
YFL014W	1
YLL021W	0.67462482946794
YLL043W	0.5142002989536621
YPR065W	0.6521739130434783
YNL007C	0.6960227272727273
YCR033W	0.6941272430668842
YDL150W	0.8151658767772512
YCL061C	0.6395985401459854
YCL063W	0.5437352245862884
YML016C	0.5390173410404624
YGR159C	0.7729468599033816
YAR014C	0.8265162200282088
YML010W	0.5333960489181562
YGL035C	0.996031746031746
YAL032C	0.5620052770448549
YKL095W	0.5971223021582733
YMR201C	0.5902964959568733
YAL030W	0.6153846153846154
YDR285W	0.6194285714285714
YAL011W	0.5072
YGR014W	0.5038284839203675
YLR204W	0.6306306306306306
YLR403W	0.6002928257686676
YJL159W	0.6900726392251816
YDR176W	0.6310541310541311
YLR335W	0.7444444444444445
YIR006C	0.6851351351351351
YGR229C	0.5405940594059406
YMR165C	0.5336426914153132
YDR422C	0.6049079754601226
YNL016W	0.5099337748344371
YOL067C	0.5423728813559322
YEL037C	0.5678391959798995
YAR050W	0.6356538711776187
YBL007C	0.6342443729903537
YDL013W	0.5411954765751211
YKL038W	0.5119658119658119
YHR149C	0.9264305177111716
YBR172C	0.5797297297297297
YOR327C	0.6869565217391305
YDR436W	0.5366197183098591
YMR037C	0.5852272727272727
YKL062W	0.5984126984126984
YKL143W	0.8077753779697624
YML027W	0.5792207792207792
YGL208W	0.5590361445783133
YPR163C	0.7958715596330275
YBL047C	0.6842867487328023
YBL051C	0.6137724550898204
YBL054W	0.68
YBL058W	0.6099290780141844
YKL099C	0.684
YKL108W	0.6777041942604857
YOR329C	0.8727064220183486
YNL197C	0.5506807866868382
YDL226C	0.59375
YKL089W	0.6484517304189436
YKL059C	0.5873015873015873
YKL054C	0.7195121951219512
YKL052C	0.6815068493150684
YLR399C	0.5889212827988338
YKR072C	0.5765124555160143
YKL204W	0.8401898734177216
YKL195W	0.6724565756823822
YKL172W	0.8266978922716628
YKL088W	0.5954465849387041
YKL082C	0.9285714285714286
YKL042W	0.68044077134986225
YKL028W	0.5663900414937759
YKL002W	0.75
YKR020W	0.5487804878048781
YKR023W	0.6566037735849056
YBR122C	0.6045197740112994
YLR337C	0.97062423500612
YBL085W	0.5979591836734693
YBR059C	0.6380866425992779
YBL103C	0.7386831275720165
YBR005W	0.7605633802816901
YBR108W	0.9978880675818372
YBR156C	0.7191977077363897
YBR217W	0.553763440860215
YBR269C	0.8260869565217391
YBR290W	0.5109034267912772
