ensembl_gene_id	alphafold_perc_60
YER145C-A	1
YER038W-A	1
YDR157W	0.8796992481203008
YEL009C-A	0.4444444444444444
YLR236C	0.8411214953271028
YCL054W-A	0.07142857142857142
YMR084W	0.16412213740458015
YPR010C-A	0.041666666666666664
YAR023C	0.16759776536312848
YFL026W	0.29930394431554525
YBR056W-A	0.5606060606060606
YMR316C-A	0.44660194174757284
YPL228W	0.40619307832422585
YDR110W	0.36925795053003535
YAL065C	0.875
YAL064W-B	1
YPL081W	0.005076142131979695
YDR204W	0.11044776119402985
YHR021W-A	1
YHR139C-A	1
YHR167W	0.19923371647509577
YLR302C	0.8333333333333334
YLR390W-A	0.7226890756302521
YLR261C	0.6111111111111112
YLR331C	0.264
YLR462W	0.46534653465346537
YLR466W	0.33719247467438496
YLR421C	0.3333333333333333
YLR358C	1
YLR255C	0.9914529914529915
YLR437C	0.518796992481203
YLR415C	0.8392857142857143
YPR089W	0.28265765765765766
YPR096C	0.76
YPL249C-A	0.01
YPL183W-A	0.15053763440860216
YOR298C-A	0.16556291390728478
YOR304C-A	0.35526315789473684
YBR085C-A	0.27058823529411763
YKL053C-A	0.046511627906976744
YEL020W-A	0.034482758620689655
YDL045W-A	0.09473684210526316
YDR363W-A	0.20224719101123595
YJR048W	0.009174311926605505
YEL039C	0.04424778761061947
YFR033C	0.32653061224489793
YDR529C	0.007874015748031496
Q0105	0
YML054C	0.16751269035532995
YOL086C	0
YMR303C	0
YJR009C	0
YGR192C	0
YJL052W	0
Q0045	0.028089887640449437
Q0250	0.04780876494023904
Q0275	0.0037174721189591076
YNL052W	0.032679738562091505
YHR051W	0.06756756756756757
YKR066C	0.19113573407202217
YJR104C	0
YHR008C	0.10300429184549356
YER055C	0.003367003367003367
YBR160W	0.0436241610738255
YAL038W	0
YCR012W	0
YJR057W	0
YBR093C	0.055674518201284794
YIL162W	0.045112781954887216
YMR297W	0.10714285714285714
YPL111W	0.04504504504504504
YCL030C	0.012515644555694618
YBR011C	0.006968641114982578
YJR121W	0.07827788649706457
Q0085	0.03474903474903475
Q0080	0
YNR001C	0.08350730688935282
YER090W	0.015779092702169626
YDR007W	0.0625
YGR254W	0
YHR174W	0
YER086W	0.07291666666666667
YGL026C	0.033946251768033946
YKL211C	0.028925619834710745
YDR050C	0.004032258064516129
YKL152C	0.004048582995951417
YGR264C	0.002663115845539281
YMR174C	0.29411764705882354
YDL181W	0.11764705882352941
YDL130W-A	0.1744186046511628
YOR101W	0.3656957928802589
YNL098C	0.4440993788819876
YFL038C	0.1262135922330097
YPL187W	0.6909090909090909
YDR224C	0.24427480916030533
YBL002W	0.25190839694656486
YNL030W	0.07766990291262135
YBR009C	0.07766990291262135
Q0140	0.314070351758794
YDR382W	0.33636363636363636
YGL103W	0
YML024W	0.07352941176470588
YFL037W	0.05689277899343545
YPL240C	0.11001410437235543
YOR187W	0.08924485125858124
YPR080W	0.006550218340611353
YBR118W	0.006550218340611353
YEL009C	0.4697508896797153
Q0110	0.016548463356973995
YHL038C	0.1523809523809524
Q0050	0.27817745803357313
Q0055	0.27049180327868855
Q0060	0.12530120481927712
Q0065	0.08812949640287769
Q0120	0.23197492163009403
Q0255	0.1843220338983051
Q0160	0.03404255319148936
YEL021W	0.00749063670411985
YJR109C	0.005366726296958855
YGL187C	0.05806451612903226
YLR395C	0.07692307692307693
YMR300C	0.06666666666666667
YDL140C	0.17714945181765723
YOR116C	0.04589041095890411
YHR018C	0.01511879049676026
YER165W	0.18890814558058924
YDR408C	0
YCL018W	0.0027472527472527475
YBR020W	0.02462121212121212
YPL248C	0.40635641316685583
YML051W	0.08275862068965517
YBR019C	0.012875536480686695
YGL031C	0.15483870967741936
YOL127W	0.007042253521126761
YJL189W	0
YMR056C	0.025889967637540454
YOL006C	0.16905071521456436
YIL078W	0.05313351498637602
YLL018C	0.03949730700179533
YDR268W	0.055408970976253295
YFR053C	0.004123711340206186
YGL253W	0.00411522633744856
YEL063C	0.1423728813559322
YDL164C	0.1986754966887417
YLR310C	0.4694776589049717
YNL055C	0
YDR225W	0.12121212121212122
YBL003C	0.13636363636363635
YGL008C	0.12854030501089325
YOR386W	0.04070796460176991
YML099C	0.36022727272727273
YJL088W	0.029585798816568046
YBR021W	0.11216429699842022
YLR340W	0.13782051282051283
YDL081C	0.3490566037735849
YOL039W	0.330188679245283
YGL040C	0.0029239766081871343
YGR157W	0.11277330264672036
YJR073C	0.0048543689320388345
YDR172W	0.35912408759124087
YPL078C	0.16393442622950818
YER091C	0.001303780964797914
YGL076C	0.01639344262295082
YGL147C	0.005235602094240838
YLR448W	0.005681818181818182
YKL180W	0
YLR344W	0.007874015748031496
YPL143W	0.018691588785046728
YMR194W	0.01
YFR032C-A	0
YLR029C	0
YLR061W	0.1322314049586777
YNL178W	0.05416666666666667
YBR189W	0.005128205128205128
YDR064W	0.006622516556291391
YLR167W	0.013157894736842105
YKL166C	0.18341708542713567
YDL165W	0.005235602094240838
YDR168W	0.16996047430830039
YIL038C	0.42942583732057416
YOR361C	0.08781127129750983
YGL058W	0.0755813953488372
YJL080C	0.11620294599018004
YLR303W	0.0045045045045045045
YGR088W	0.033807829181494664
YLR355C	0.1189873417721519
YLR044C	0
YOR278W	0.07272727272727272
YAL039C	0.21189591078066913
YPR113W	0.06818181818181818
YNL104C	0.05331179321486268
YDL108W	0.02287581699346405
YDL017W	0.21893491124260356
YJL164C	0.15365239294710328
YPL203W	0.16578947368421051
YCR031C	0.051094890510948905
YOR202W	0.022727272727272728
YOR204W	0.26986754966887416
YDL042C	0.2188612099644128
YLR442C	0.35276073619631904
YOR257W	0.037267080745341616
YPR160W	0.03325942350332594
YHR144C	0.028846153846153848
YGL237C	0.5018867924528302
YGR191W	0.13764510779436154
YOR360C	0.0741444866920152
YPL022W	0.2827272727272727
YML032C	0.5031847133757962
YJR052W	0.1929203539823009
YPR165W	0.1339712918660287
YNL090W	0.0625
YDR477W	0.325434439178515
YKL178C	0.3021276595744681
YDL159W	0.39223300970873787
YOR074C	0.013157894736842105
YNL088W	0.19747899159663865
YBR109C	0.06802721088435375
YML095C	0.319047619047619
YER171W	0.04498714652956298
YER161C	0.45645645645645644
YDR392W	0.20771513353115728
YOR065W	0.10679611650485436
YKL182W	0.008288639687957094
YDR226W	0.02252252252252252
YIL116W	0
YNL121C	0.15883306320907617
YKL194C	0.08008658008658008
YGL234W	0.011221945137157107
YGR204W	0.007399577167019027
YMR083W	0.072
YDR216W	0.6024187452758881
YMR042W	0.4293785310734463
YDR173C	0.2
YBL099W	0.07155963302752294
YJL209W	0.10703363914373089
YBR120C	0.07407407407407407
YDL067C	0
YBL045C	0.0525164113785558
YPR191W	0.04619565217391304
YOR303W	0.08029197080291971
YJL130C	0.04336043360433604
YOL139C	0.014084507042253521
YPL075W	0.510828025477707
YOR375C	0.0022026431718061676
YPR033C	0.09340659340659341
YGL009C	0.08729139922978177
YIR021W	0.05234159779614325
YPL154C	0.12839506172839507
YDL106C	0.5402504472271914
YFR034C	0.6826923076923077
YML061C	0.37369033760186265
YLR014C	0.377212389380531
YGL043W	0.13268608414239483
YOR122C	0
YHR037W	0.03130434782608696
YGR258C	0.44422890397672166
YMR208W	0.004514672686230248
YIL033C	0.18990384615384615
YOL121C	0.006944444444444444
YNL302C	0.006944444444444444
YFL045C	0
YDR023W	0.004329004329004329
YDR354W	0.021052631578947368
YBR243C	0.06696428571428571
YMR108W	0.11644832605531295
YHR013C	0.17647058823529413
YNR045W	0.3047034764826176
YFL005W	0.2186046511627907
YBR115C	0.05100574712643678
YPR110C	0.008955223880597015
YGR094W	0.058876811594202896
YOR236W	0.014218009478672985
YFL009W	0.3478818998716303
YAL024C	0.6885017421602787
YOR274W	0.06775700934579439
YLR438W	0.0047169811320754715
YNL192W	0.358974358974359
YJL128C	0.5224550898203593
YIL099W	0.1111111111111111
YEL024W	0.13488372093023257
YDR146C	0.765867418899859
YPL262W	0.05122950819672131
YPR047W	0.04904051172707889
YBR018C	0.00546448087431694
YKL184W	0.07510729613733906
YER026C	0.2898550724637681
YDR523C	0.29183673469387755
YDR522C	0.24302788844621515
YNL277W	0.12962962962962962
YJL208C	0.20972644376899696
YMR257C	0.13875
YOR151C	0.04084967320261438
YOR302W	0.2
YJL167W	0.005681818181818182
YJL166W	0.031914893617021274
YJR010W	0
YHR005C	0.25
YDR127W	0.015113350125944584
YPR134W	0.3619402985074627
YLR451W	0.34198645598194133
YIR019C	0.8617410387710315
YJL005W	0.3667324777887463
YCR005C	0.04565217391304348
YHR023W	0.18360995850622408
YCR018C	0.5746606334841629
YOR260W	0.2837370242214533
YPL237W	0.40350877192982454
YJL194W	0.36257309941520466
YLR377C	0.05459770114942529
YEL060C	0.3228346456692913
YLR142W	0.15336134453781514
YBL075C	0.07395993836671803
YBL076C	0.007462686567164179
YBR084W	0.0441025641025641
YDR298C	0.10377358490566038
YPL016W	0.4786910197869102
YGL203C	0.27983539094650206
YFL018C	0.04609218436873747
YML085C	0.015659955257270694
YML124C	0.011235955056179775
YKL022C	0.3535714285714286
YJL087C	0.04836759371221282
YDL227C	0.02218430034129693
YOR313C	0.35798816568047337
YJL026W	0.15037593984962405
YDR232W	0.11678832116788321
YLR182W	0.28393524283935245
YNL138W-A	0
YLR333C	0.05555555555555555
YER188C-A	0.696969696969697
YKR057W	0
YJL190C	0.007692307692307693
YPR102C	0.034482758620689655
YLR264W	0.014925373134328358
YDR524W-C	0.10344827586206896
YBL039W-B	0.3220338983050847
YBL100W-C	0.38461538461538464
YER138W-A	0.47058823529411764
YNL097C-B	0.45
YOL013W-A	0.6031746031746031
YDR034C-A	0.4482758620689655
YHR010W	0
YDR471W	0
YDL075W	0.05309734513274336
YLR406C	0.05309734513274336
YBL039C-A	0
YBR121C-A	0.057692307692307696
YDL022C-A	0.47560975609756095
YDR118W-A	0.21052631578947367
YDR320W-B	0
YDR371C-A	0.029411764705882353
YER090C-A	0
YFR009W-A	1
YFR010W-A	0.1774193548387097
YGL014C-A	0.11320754716981132
YGL041W-A	0.3181818181818182
YHR073C-B	0.3076923076923077
YHR032W-A	0.9661016949152542
YHR073W-A	0.8103448275862069
YJL197C-A	1
YKL100W-A	0.3793103448275862
YKL145W-A	0
YLR163W-A	0.21621621621621623
YLR364C-A	0.425
YMR013C-A	0.04081632653061224
YOL083C-A	0.2826086956521739
YPR170W-B	0.07058823529411765
YPR160W-A	0
YLL052C	0.33557046979865773
YPR192W	0.12786885245901639
YER039C-A	0.3194444444444444
YLL053C	0
YDL247W	0.1724137931034483
YJR160C	0.1511627906976744
YER039C	0.05622489959839357
YLR256W	0.5699067909454061
YKR103W	0.13218390804597702
YKR104W	0.06862745098039216
YMR325W	0.20967741935483872
YOR394W	0.6707317073170732
YPL282C	0.6707317073170732
YOR394W	0.676829268292683
YPL282C	0.676829268292683
YJL223C	0.21666666666666667
YIL176C	0.21666666666666667
YJL223C	0.225
YIL176C	0.225
YNR076W	0.2
YLL064C	0.2
YNR076W	0.21666666666666667
YLL064C	0.21666666666666667
YGL261C	0.2
YAL068C	0.2
YGL261C	0.24166666666666667
YAL068C	0.24166666666666667
YLR156W	1
YLR159W	1
YLR161W	1
YLR156W	1
YLR159W	1
YLR161W	1
YLR156W	1
YLR159W	1
YLR161W	1
YLR157W-D	0.6857142857142857
YLR157W-E	0.7962962962962963
YML003W	0.1310344827586207
YML002W	0.08005427408412483
YMR085W	0.04398148148148148
YOL162W	0
YOL163W	0.1301775147928994
YLL039C	0.015748031496062992
YKR094C	0
YIL148W	0
YKR094C	0
YIL148W	0
YNL335W	0
YFL061W	0
YNL335W	0
YFL061W	0
YHR213W	0.13636363636363635
YJR045C	0.0764525993883792
YNL015W	0
YJL221C	0.0050933786078098476
YIL172C	0.0050933786078098476
YJL221C	0.001697792869269949
YIL172C	0.001697792869269949
YNR073C	0.01195219123505976
YEL070W	0.01195219123505976
YNR073C	0.013944223107569721
YEL070W	0.013944223107569721
YOR393W	0
YPL281C	0
YOR393W	0
YPL281C	0
YML132W	0.0712401055408971
YBR302C	0.0712401055408971
YML132W	0.07651715039577836
YBR302C	0.07651715039577836
YGR296W	0.3894566971490048
YPL283C	0.3894566971490048
YGR296W	0.40667025282409897
YPL283C	0.40667025282409897
YEL076C-A	0.9120370370370371
YLR464W	0.9120370370370371
YEL076C-A	0.7361111111111112
YLR464W	0.7361111111111112
YHR214W	0.2955665024630542
YAR066W	0.2955665024630542
YHR214W	0.29064039408866993
YAR066W	0.29064039408866993
YDR545W	0.35412026726057905
YLR467W	0.35412026726057905
YOR396W	0.35412026726057905
YDR545W	0.3591314031180401
YLR467W	0.3591314031180401
YOR396W	0.3591314031180401
YDR545W	0.37360801781737196
YLR467W	0.37360801781737196
YOR396W	0.37360801781737196
YJR094W-A	0
YPR043W	0
YJR094W-A	0
YPR043W	0
YNL162W	0
YHR141C	0
YNL162W	0
YHR141C	0
YGR118W	0.006896551724137931
YPR132W	0.006896551724137931
YGR118W	0.006896551724137931
YPR132W	0.006896551724137931
YER074W	0.014814814814814815
YIL069C	0.014814814814814815
YER074W	0.014814814814814815
YIL069C	0.014814814814814815
YOR182C	0.06349206349206349
YLR287C-A	0.06349206349206349
YOR182C	0.06349206349206349
YLR287C-A	0.06349206349206349
YJR145C	0
YHR203C	0
YJR145C	0
YHR203C	0
YPL090C	0.00423728813559322
YBR181C	0.00423728813559322
YPL090C	0.00423728813559322
YBR181C	0.00423728813559322
YBL072C	0.035
YER102W	0.035
YBL072C	0.04
YER102W	0.04
YBL087C	0.029197080291970802
YER117W	0.029197080291970802
YBL087C	0.021897810218978103
YER117W	0.021897810218978103
YPL220W	0.009216589861751152
YGL135W	0.009216589861751152
YPL220W	0.009216589861751152
YGL135W	0.009216589861751152
YFR031C-A	0.007874015748031496
YIL018W	0.007874015748031496
YFR031C-A	0.007874015748031496
YIL018W	0.007874015748031496
YDR025W	0.07692307692307693
YBR048W	0.07692307692307693
YDR025W	0.057692307692307696
YBR048W	0.057692307692307696
YOL120C	0
YNL301C	0
YOL120C	0.005376344086021506
YNL301C	0.005376344086021506
YDL083C	0.006993006993006993
YMR143W	0.006993006993006993
YDL083C	0.006993006993006993
YMR143W	0.006993006993006993
YEL054C	0.15151515151515152
YDR418W	0.15151515151515152
YEL054C	0.1393939393939394
YDR418W	0.1393939393939394
YML026C	0.06164383561643835
YDR450W	0.06164383561643835
YML026C	0.0547945205479452
YDR450W	0.0547945205479452
YLR158C	0.0718232044198895
YLR155C	0.0718232044198895
