ensembl_gene_id	aiupred_perc_60
YOR298C-A	1
YDR363W-A	1
YFR033C	0.7414965986394558
YJR104C	0.9285714285714286
YMR174C	1
YNL098C	0.5559006211180124
YDR382W	0.5272727272727272
YGL031C	0.6258064516129033
YOL039W	0.5471698113207547
YKL180W	0.5543478260869565
YIL038C	0.5933014354066986
YGL237C	1
YML032C	0.7133757961783439
YML095C	0.5142857142857142
YER161C	1
YMR042W	0.7909604519774012
YDL106C	0.6797853309481217
YFR034C	0.9455128205128204
YGR258C	0.5286129970902037
YAL024C	0.5087108013937283
YDR146C	0.689703808180536
YIR019C	0.7776152158010241
YLR264W	0.9850746268656716
YLR256W	0.5099866844207723
YFR031C-A	0.610236220472441
YIL018W	0.610236220472441
YFR031C-A	0.610236220472441
YIL018W	0.610236220472441
YBL027W	0.6825396825396826
YBR084C-A	0.6825396825396826
YBL027W	0.6825396825396826
YBR084C-A	0.6825396825396826
YHL034C	0.8129251700680272
YER011W	0.5039370078740157
YGL073W	0.8031212484993998
YAL025C	0.5098039215686274
YPR052C	1
YBR089C-A	1
YCL029C	0.8181818181818182
YMR043W	0.8181818181818182
YNL216W	0.6311970979443773
YDR227W	0.6023564064801178
YOR276W	0.7577639751552795
YDR122W	0.6043233082706767
YLR096W	0.5762859633827376
YHR084W	0.7936046511627907
YKL109W	0.5108303249097473
YKL112W	0.7455540355677155
YDR054C	0.5254237288135594
YFR036W	1
YDR217C	0.6279602750190986
YBR112C	0.6511387163561076
YGL166W	0.56
YOR027W	0.5415959252971138
YCR088W	0.7077702702702703
YNL272C	0.5691699604743083
YJR060W	0.8205128205128205
YNL322C	0.5239616613418531
YNL079C	1
YGR167W	0.6909871244635193
YBR289W	0.6375690607734806
YER040W	0.6972602739726027
YHL025W	0.6445783132530121
YMR173W	0.54186046511627906
YOL051W	0.7668825161887142
YML007W	0.7138461538461538
YOR140W	0.804177545691906
YJL140W	0.6470588235294118
YPR187W	0.5548387096774193
YOR098C	0.9275092936802974
YLR131C	0.8571428571428571
YBR049C	0.7049382716049383
YJR021C	0.5636942675159236
YHL020C	0.6707920792079208
YGL071W	0.6855072463768116
YNL183C	0.6911392405063291
YJR017C	0.6705882352941176
YIL004C	0.971830985915493
YFL014W	1
YLL021W	0.7148703956343793
YNL154C	0.5146520146520146
YLL043W	0.5411061285500748
YPR065W	0.8940217391304348
YBL093C	0.7181818181818181
YNL007C	0.9602272727272728
YER111C	0.6065873741994511
YCR008W	0.5058043117744611
YCR033W	0.7732463295269169
YCR065W	0.6081560283687943
YLR078C	0.6762295081967213
YDL058W	0.517877094972067
YDL150W	0.8744075829383886
YCL054W	0.5410225921521997
YCL061C	0.8485401459854015
YCL063W	0.7588652482269503
YCR052W	0.5093167701863354
YML016C	0.5722543352601156
YGR159C	0.9589371980676328
YAR014C	0.8716502115655853
YML010W	0.5729068673565381
YGL035C	1
YAL032C	0.762532981530343
YHR089C	0.5853658536585366
YKL095W	0.6942446043165468
YMR201C	0.7493261455525606
YGL148W	0.5345744680851063
YAL030W	1
YDR285W	0.9085714285714286
YAL011W	0.5776
YAL014C	0.5058823529411764
YDR052C	0.5099431818181818
YGR014W	0.7434915773353752
YOR373W	0.5111633372502937
YKL122C	0.5868263473053892
YLR204W	0.7477477477477478
YIL150C	0.5341506129597198
YDR356W	0.5794491525423728
YLR403W	0.7994143484626647
YJL115W	0.5089605734767025
YJL159W	0.7602905569007264
