uniprot	perc
A0A0B7P3V8	0.24909420289855072
D6VTK4	0.25986078886310904
O13297	0.5209471766848816
O13329	0.3392226148409894
O13516	0.3553299492385787
O13527	0.2717391304347826
O13535	0.3664249860568879
O13539	0.0038314176245210726
O13547	0.5210084033613446
O13563	0.28846153846153844
O14467	1.0
O60200	0.08139534883720931
O74700	0.08045977011494253
O94742	1.0
P00044	0.08256880733944955
P00127	0.8027210884353742
P00128	0.0
P00163	0.07012987012987013
P00175	0.06429780033840947
P00330	0.0
P00331	0.0
P00358	0.20783132530120482
P00359	0.1897590361445783
P00360	0.21084337349397592
P00401	0.011235955056179775
P00410	0.08764940239043825
P00420	0.07806691449814127
P00424	0.49019607843137253
P00431	0.26038781163434904
P00445	0.9675324675324676
P00546	0.08053691275167785
P00549	0.13
P00560	0.0
P00572	0.0
P00635	0.0
P00724	0.02819548872180451
P00729	0.0
P00812	0.2672672672672673
P00815	0.10137672090112641
P00817	0.013937282229965157
P00830	0.28180039138943247
P00854	0.0888030888030888
P00890	0.0918580375782881
P00924	0.12814645308924486
P00925	0.13958810068649885
P00927	0.0
P00937	0.002066115702479339
P00942	0.0
P00950	0.242914979757085
P00958	0.0
P01094	1.0
P01119	0.44983818770226536
P01120	0.5807453416149069
P01123	0.24757281553398058
P02293	0.44274809160305345
P02294	0.42748091603053434
P02309	0.2621359223300971
P02400	0.6
P02406	0.47651006711409394
P02557	0.12035010940919037
P02829	0.19040902679830748
P02992	0.17620137299771166
P02994	0.3078602620087336
P03069	0.505338078291815
P03870	0.009456264775413711
P03871	0.20911528150134048
P03873	0.0
P03877	0.021686746987951807
P03878	0.01618705035971223
P03879	0.050156739811912224
P03962	0.04119850187265917
P03965	0.004472271914132379
P04037	0.17419354838709677
P04039	0.0
P04050	0.28620888632429314
P04051	0.050684931506849315
P04147	0.42807625649913345
P04385	0.015151515151515152
P04386	0.21793416572077184
P04387	0.02528735632183908
P04397	0.0
P04449	0.6387096774193548
P04456	0.2112676056338028
P04710	0.032362459546925564
P04786	0.39011703511053314
P04802	0.19210053859964094
P04806	0.0865979381443299
P04807	0.09053497942386832
P04817	0.21694915254237288
P04819	0.21324503311258278
P04821	0.4292007551919446
P04840	0.0035335689045936395
P04911	0.23484848484848486
P04912	0.24242424242424243
P05030	0.24183006535947713
P05066	0.10442477876106195
P05150	0.0029585798816568047
P05317	0.15705128205128205
P05318	0.4339622641509434
P05319	0.5943396226415094
P05373	0.017543859649122806
P05374	0.12313003452243959
P05375	0.02912621359223301
P05453	0.5153284671532846
P05626	0.12295081967213115
P05737	0.16393442622950818
P05739	0.1875
P05740	0.7663043478260869
P05744	0.0
P05745	0.34
P05748	0.6029411764705882
P05750	0.22083333333333333
P05755	0.35384615384615387
P05756	0.039735099337748346
P05759	0.10526315789473684
P05986	0.2964824120603015
P06100	0.0
P06101	0.3715415019762846
P06102	0.6590909090909091
P06103	0.09436435124508519
P06104	0.5465116279069767
P06105	0.43044189852700493
P06106	0.08108108108108109
P06115	0.12099644128113879
P06168	0.1291139240506329
P06169	0.0053285968028419185
P06197	0.07727272727272727
P06208	0.10016155088852989
P06242	0.006535947712418301
P06243	0.1873767258382643
P06244	0.380352644836272
P06245	0.2026315789473684
P06367	0.5182481751824818
P06634	0.4470198675496689
P06700	0.22419928825622776
P06701	0.3292433537832311
P06704	0.10559006211180125
P06738	0.05432372505543237
P06774	1.0
P06777	0.24
P06778	0.7579617834394905
P06779	0.26902654867256637
P06780	0.4019138755980861
P06781	0.0
P06782	0.3886255924170616
P06784	0.17281553398058253
P06785	0.05921052631578947
P06786	0.2542016806722689
P06787	0.12244897959183673
P06838	0.5476190476190477
P06839	0.15295629820051415
P06843	1.0
P06844	0.5548961424332344
P07143	0.4401294498381877
P07149	0.02242808386153096
P07170	0.38738738738738737
P07213	0.35980551053484605
P07244	0.003740648379052369
P07245	0.12367864693446089
P07246	0.0
P07248	0.19954648526077098
P07249	0.9265536723163842
P07250	0.21690140845070421
P07251	0.26422018348623855
P07255	0.11864406779661017
P07256	0.12910284463894967
P07257	0.002717391304347826
P07258	0.0
P07259	0.052393857271906055
P07260	0.20657276995305165
P07261	0.38471337579617837
P07263	0.17399267399267399
P07264	0.2220795892169448
P07267	0.0
P07269	0.7155635062611807
P07270	0.9583333333333334
P07271	0.43771827706635624
P07272	0.20243362831858408
P07273	0.36893203883495146
P07274	0.0
P07276	0.5848690591658584
P07277	0.009029345372460496
P07278	0.33413461538461536
P07280	0.6388888888888888
P07281	0.6041666666666666
P07283	0.027559055118110236
P07284	0.24025974025974026
P07286	0.033482142857142856
P07342	0.24745269286754004
P07347	0.20588235294117646
P07560	0.046511627906976744
P07702	0.0653735632183908
P07703	0.09253731343283582
P07834	0.2734274711168164
P07866	0.5637630662020906
P07884	0.0
P07991	0.0
P08004	0.35278514588859416
P08018	0.5119760479041916
P08067	0.009302325581395349
P08153	0.7362482369534555
P08417	0.1413934426229508
P08425	0.0
P08432	0.04291845493562232
P08458	0.16122448979591836
P08466	0.0851063829787234
P08518	0.1503267973856209
P08524	0.0
P08525	0.3723404255319149
P08536	0.08023483365949119
P08539	0.22033898305084745
P08566	0.005667506297229219
P08638	0.38148984198645597
P08640	0.8149231894659839
P08678	0.32477788746298125
P08679	0.10217391304347827
P08964	0.34647302904564314
P09032	0.25951557093425603
P09064	0.49473684210526314
P09119	0.10721247563352826
P09201	0.04597701149425287
P09232	0.352755905511811
P09440	0.07384615384615385
P09547	0.3767123287671233
P09620	0.3429355281207133
P09624	0.03006012024048096
P09733	0.03131991051454139
P09734	0.015730337078651686
P09798	0.4107142857142857
P09880	0.041112454655380895
P09938	0.19548872180451127
P09950	0.16605839416058393
P09959	0.5815691158156912
P0C0T4	0.37962962962962965
P0C0V8	0.011494252873563218
P0C0W9	0.367816091954023
P0C0X0	1.0
P0C2I2	0.36866096866096865
P0C2I3	0.36923076923076925
P0C2I5	0.37037037037037035
P0C2I6	0.3698005698005698
P0C2I9	0.36752136752136755
P0C2J0	0.3684510250569476
P0C2J1	0.3698005698005698
P0C2J3	0.38361581920903953
P0C2J7	0.22807991120976692
P0C5R9	0.5647058823529412
P0CD91	0.3475409836065574
P0CE41	0.5898801597869507
P0CG63	0.06824146981627296
P0CH08	0.28125
P0CH09	0.28125
P0CS90	0.41590214067278286
P0CT04	0.12
P0CX25	0.0
P0CX26	0.0
P0CX27	0.3867924528301887
P0CX28	0.3867924528301887
P0CX29	0.2896551724137931
P0CX30	0.2896551724137931
P0CX31	0.34814814814814815
P0CX32	0.34814814814814815
P0CX35	0.019157088122605363
P0CX36	0.019157088122605363
P0CX37	0.4406779661016949
P0CX38	0.4406779661016949
P0CX39	0.47
P0CX40	0.47
P0CX41	0.0072992700729927005
P0CX42	0.0072992700729927005
P0CX43	0.08755760368663594
P0CX44	0.08755760368663594
P0CX45	0.6338582677165354
P0CX46	0.6338582677165354
P0CX47	0.1858974358974359
P0CX48	0.1858974358974359
P0CX49	0.3978494623655914
P0CX50	0.3978494623655914
P0CX51	0.1888111888111888
P0CX53	0.2787878787878788
P0CX54	0.2787878787878788
P0CX55	0.18493150684931506
P0CX56	0.18493150684931506
P0CX63	0.3898305084745763
P0CX64	0.3898305084745763
P0CX77	0.0
P0CX78	0.0
P0CX79	0.0
P0CX80	0.0
P0CX81	0.0
P0CX82	0.708994708994709
P0CX83	0.708994708994709
P0CX84	0.09166666666666666
P0CX85	0.09166666666666666
P0CY06	0.0
P0CY08	0.047619047619047616
P0CZ17	0.0
P10080	0.8707482993197279
P10081	0.015189873417721518
P10127	0.0
P10174	0.15
P10363	0.06845965770171149
P10507	0.06277056277056277
P10591	0.34890965732087226
P10592	0.3865414710485133
P10614	0.03773584905660377
P10622	0.4716981132075472
P10659	0.10732984293193717
P10664	0.3729281767955801
P10823	0.2806236080178174
P10862	0.5482546201232033
P10863	0.5236220472440944
P10870	0.47058823529411764
P10961	0.8475390156062425
P10962	0.5392156862745098
P10964	0.27283653846153844
P11075	0.28073668491786957
P11076	0.0
P11154	0.1400679117147708
P11325	0.0145413870246085
P11353	0.2926829268292683
P11412	0.11485148514851486
P11433	0.3079625292740047
P11484	0.20717781402936378
P11491	0.31625441696113077
P11632	1.0
P11633	1.0
P11655	0.0
P11709	0.8204545454545454
P11710	0.5
P11745	0.2285012285012285
P11746	0.8951048951048951
P11747	0.5029940119760479
P11792	0.5145631067961165
P11914	0.17634854771784234
P11938	0.6723095525997581
P11972	0.17335243553008595
P11978	0.6649484536082474
P11986	0.0
P12383	0.2893258426966292
P12385	0.06178489702517163
P12611	0.4670781893004115
P12630	0.20272572402044292
P12683	0.15370018975332067
P12684	0.07272727272727272
P12688	0.27205882352941174
P12689	0.20304568527918782
P12695	0.33402489626556015
P12709	0.0703971119133574
P12753	0.22332317073170732
P12754	0.46697388632872505
P12866	0.020155038759689922
P12868	0.03595724003887269
P12904	0.059006211180124224
P12945	0.12295081967213115
P12954	0.3577512776831346
P12962	0.7763975155279503
P13099	0.12957317073170732
P13134	0.28378378378378377
P13185	0.6343984962406015
P13186	0.6146469049694856
P13259	0.47641509433962265
P13365	0.2775862068965517
P13382	0.2786103542234332
P13393	0.25833333333333336
P13433	0.11398963730569948
P13517	0.0
P13574	0.8023255813953488
P13586	0.14421052631578948
P13587	0.14940421631530706
P13663	0.043835616438356165
P13712	0.0
P13856	0.39338235294117646
P14020	0.1797752808988764
P14064	0.644404332129964
P14065	0.00641025641025641
P14120	0.009523809523809525
P14126	0.2351421188630491
P14164	0.7606019151846786
P14180	0.36656282450674976
P14242	0.3150057273768614
P14284	0.09308510638297872
P14291	0.40507859733978235
P14306	0.0958904109589041
P14540	0.11142061281337047
P14680	0.5018587360594795
P14681	0.14130434782608695
P14682	0.5796610169491525
P14693	0.06990881458966565
P14724	1.0
P14736	0.3275862068965517
P14737	0.6417112299465241
P14741	0.0
P14742	0.100418410041841
P14743	0.14945054945054945
P14747	0.41887417218543044
P14772	0.1597177677998717
P14832	0.20987654320987653
P14904	0.1867704280155642
P14906	0.15082956259426847
P14907	0.8675577156743621
P14908	0.002932551319648094
P14922	0.6697722567287785
P15019	0.12835820895522387
P15108	0.2
P15180	0.20812182741116753
P15202	0.13980582524271845
P15274	0.3074074074074074
P15303	0.018229166666666668
P15315	0.7155555555555555
P15367	0.017964071856287425
P15424	0.25903614457831325
P15436	0.10665451230628988
P15442	0.20795660036166366
P15454	0.0427807486631016
P15496	0.24305555555555555
P15565	0.2807017543859649
P15624	0.0
P15625	0.0
P15646	0.4740061162079511
P15700	0.05392156862745098
P15703	0.0
P15705	0.6196943972835314
P15731	0.17567567567567569
P15732	0.14189189189189189
